manifest_key	artifact_group	path	exists	path_type	size_bytes	rows_keys_or_children
claim_d_099_alternate_width_screen_dir	claim_d	results/method4_claim_d_099_alternate_width_screen_20260708/analysis_20260708_095804	yes	dir	NA	3
claim_d_099_alternate_width_screen_raw_metadata_json	claim_d	results/method4_claim_d_099_alternate_width_screen_20260708/analysis_20260708_095804/run_metadata.json	yes	json	1498	29
claim_d_099_alternate_width_screen_raw_summary_csv	claim_d	results/method4_claim_d_099_alternate_width_screen_20260708/analysis_20260708_095804/claim_d_high_recall_latency_summary.csv	yes	csv	2183	7
claim_d_099_alternate_width_screen_summary_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_alternate_width_screen_summary.csv	yes	csv	4392	7
claim_d_099_boundary_method4_vs_naive_deltas_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_method4_vs_naive_deltas.csv	yes	csv	3108	4
claim_d_099_boundary_query_order_manifest_json	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_query_order_manifest.json	yes	json	3931	14
claim_d_099_boundary_query_order_multiseed_summary_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_query_order_multiseed_summary.csv	yes	csv	1039	2
claim_d_099_boundary_query_order_overlay_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_query_order_overlay.csv	yes	csv	2489	6
claim_d_099_boundary_query_order_sensitivity_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_query_order_sensitivity.csv	yes	csv	2077	4
claim_d_099_boundary_sensitivity_deltas_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_sensitivity_deltas.csv	yes	csv	2988	6
claim_d_099_boundary_shuffle_batches_csv	claim_d	results/method4_099_boundary_shuffle_20260713/analysis_20260706_140200/claim_d_high_recall_latency_batches.csv	yes	csv	25042	180
claim_d_099_boundary_shuffle_dir	claim_d	results/method4_099_boundary_shuffle_20260713/analysis_20260706_140200	yes	dir	NA	3
claim_d_099_boundary_shuffle_metadata_json	claim_d	results/method4_099_boundary_shuffle_20260713/analysis_20260706_140200/run_metadata.json	yes	json	1343	29
claim_d_099_boundary_shuffle_seed_20260718_batches_csv	claim_d	results/method4_099_boundary_shuffle2_20260718/analysis_20260707_102446/claim_d_high_recall_latency_batches.csv	yes	csv	25060	180
claim_d_099_boundary_shuffle_seed_20260718_dir	claim_d	results/method4_099_boundary_shuffle2_20260718/analysis_20260707_102446	yes	dir	NA	3
claim_d_099_boundary_shuffle_seed_20260718_metadata_json	claim_d	results/method4_099_boundary_shuffle2_20260718/analysis_20260707_102446/run_metadata.json	yes	json	1343	29
claim_d_099_boundary_shuffle_seed_20260718_summary_csv	claim_d	results/method4_099_boundary_shuffle2_20260718/analysis_20260707_102446/claim_d_high_recall_latency_summary.csv	yes	csv	2018	6
claim_d_099_boundary_shuffle_summary_csv	claim_d	results/method4_099_boundary_shuffle_20260713/analysis_20260706_140200/claim_d_high_recall_latency_summary.csv	yes	csv	2050	6
claim_d_099_boundary_warmup_batches_csv	claim_d	results/method4_099_boundary_warmup_20260713/analysis_20260706_141159/claim_d_high_recall_latency_batches.csv	yes	csv	25049	180
claim_d_099_boundary_warmup_dir	claim_d	results/method4_099_boundary_warmup_20260713/analysis_20260706_141159	yes	dir	NA	3
claim_d_099_boundary_warmup_metadata_json	claim_d	results/method4_099_boundary_warmup_20260713/analysis_20260706_141159/run_metadata.json	yes	json	1343	29
claim_d_099_boundary_warmup_method4_vs_naive_deltas_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_warmup_method4_vs_naive_deltas.csv	yes	csv	1762	2
claim_d_099_boundary_warmup_overlay_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_warmup_overlay.csv	yes	csv	1896	4
claim_d_099_boundary_warmup_sensitivity_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_boundary_warmup_sensitivity.csv	yes	csv	1141	2
claim_d_099_boundary_warmup_summary_csv	claim_d	results/method4_099_boundary_warmup_20260713/analysis_20260706_141159/claim_d_high_recall_latency_summary.csv	yes	csv	1992	6
claim_d_099_broader_strategy_formal_deltas_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_broader_strategy_formal_deltas.csv	yes	csv	3249	4
claim_d_099_broader_strategy_formal_dir	claim_d	results/method4_claim_d_099_broader_formal_20260707/analysis_20260707_111008	yes	dir	NA	3
claim_d_099_broader_strategy_formal_summary_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_broader_strategy_formal_summary.csv	yes	csv	4388	6
claim_d_099_broader_strategy_manifest_json	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_broader_strategy_manifest.json	yes	json	2596	11
claim_d_099_broader_strategy_screen_dir	claim_d	results/method4_claim_d_099_broader_screen_20260707/analysis_20260707_110802	yes	dir	NA	3
claim_d_099_broader_strategy_screen_summary_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_broader_strategy_screen_summary.csv	yes	csv	3701	7
claim_d_099_broader_strategy_top_recall_formal_dir	claim_d	results/method4_claim_d_099_broader_top_recall_formal_20260707/analysis_20260707_112432	yes	dir	NA	3
claim_d_099_broader_strategy_top_recall_formal_raw_summary_csv	claim_d	results/method4_claim_d_099_broader_top_recall_formal_20260707/analysis_20260707_112432/claim_d_high_recall_latency_summary.csv	yes	csv	2797	9
claim_d_099_retune_deltas_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_retune_deltas.csv	yes	csv	1370	2
claim_d_099_retune_formal_dir	claim_d	results/method4_claim_d_099_retune_20260705/analysis_20260705_022625	yes	dir	NA	3
claim_d_099_retune_root	claim_d	results/method4_claim_d_099_retune_20260705	yes	dir	NA	3
claim_d_099_retune_summary_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_retune_summary.csv	yes	csv	1987	4
claim_d_099_retune_tuning_candidates_500q_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_retune_tuning_candidates_500q.csv	yes	csv	5066	22
claim_d_099_strategy_search_deltas_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_strategy_search_deltas.csv	yes	csv	5496	8
claim_d_099_strategy_search_dir	claim_d	results/method4_claim_d_099_strategy_search_20260705/analysis_20260705_074939	yes	dir	NA	3
claim_d_099_strategy_search_raw_batches_csv	claim_d	results/method4_claim_d_099_strategy_search_20260705/analysis_20260705_074939/claim_d_high_recall_latency_batches.csv	yes	csv	49834	360
claim_d_099_strategy_search_raw_metadata_json	claim_d	results/method4_claim_d_099_strategy_search_20260705/analysis_20260705_074939/run_metadata.json	yes	json	1394	29
claim_d_099_strategy_search_raw_summary_csv	claim_d	results/method4_claim_d_099_strategy_search_20260705/analysis_20260705_074939/claim_d_high_recall_latency_summary.csv	yes	csv	3652	12
claim_d_099_strategy_search_summary_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_strategy_search_summary.csv	yes	csv	4757	8
claim_d_099_strategy_search_top_screen_deltas_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_strategy_search_top_screen_deltas.csv	yes	csv	3036	4
claim_d_099_strategy_search_top_screen_dir	claim_d	results/method4_claim_d_099_strategy_search_20260706/top_screen_candidates/analysis_20260706_130013	yes	dir	NA	3
claim_d_099_strategy_search_top_screen_raw_batches_csv	claim_d	results/method4_claim_d_099_strategy_search_20260706/top_screen_candidates/analysis_20260706_130013/claim_d_high_recall_latency_batches.csv	yes	csv	49847	360
claim_d_099_strategy_search_top_screen_raw_metadata_json	claim_d	results/method4_claim_d_099_strategy_search_20260706/top_screen_candidates/analysis_20260706_130013/run_metadata.json	yes	json	1394	29
claim_d_099_strategy_search_top_screen_raw_summary_csv	claim_d	results/method4_claim_d_099_strategy_search_20260706/top_screen_candidates/analysis_20260706_130013/claim_d_high_recall_latency_summary.csv	yes	csv	3647	12
claim_d_099_strategy_search_top_screen_summary_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_099_strategy_search_top_screen_summary.csv	yes	csv	2743	4
claim_d_batch200_high_recall_deltas_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_batch200_high_recall_deltas.csv	yes	csv	2625	2
claim_d_batch200_high_recall_dir	claim_d	results/method4_claim_d_batch200_targets_20260708/analysis_20260708_104611	yes	dir	NA	3
claim_d_batch200_high_recall_manifest_json	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_batch200_high_recall_manifest.json	yes	json	2184	11
claim_d_batch200_high_recall_raw_batches_csv	claim_d	results/method4_claim_d_batch200_targets_20260708/analysis_20260708_104611/claim_d_high_recall_latency_batches.csv	yes	csv	26174	180
claim_d_batch200_high_recall_raw_metadata_json	claim_d	results/method4_claim_d_batch200_targets_20260708/analysis_20260708_104611/run_metadata.json	yes	json	1416	29
claim_d_batch200_high_recall_raw_summary_csv	claim_d	results/method4_claim_d_batch200_targets_20260708/analysis_20260708_104611/claim_d_high_recall_latency_summary.csv	yes	csv	3729	12
claim_d_batch200_high_recall_summary_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_batch200_high_recall_summary.csv	yes	csv	6745	4
claim_d_high_recall_latency_dir	claim_d	results/method4_claim_d_high_recall_latency_20260704/analysis_20260704_215448	yes	dir	NA	3
claim_d_high_recall_latency_pairs_csv	claim_d	results/method4_claim_coverage_20260704/derived_claim_tables/claim_d_high_recall_latency_pairs.csv	yes	csv	2726	4
claim_d_high_recall_latency_refine_dir	claim_d	results/method4_claim_d_high_recall_latency_refine_20260704/analysis_20260704_220036	yes	dir	NA	3
claim_d_high_recall_latency_script	claim_d	tools/method4_claim_d_high_recall_latency.py	yes	py	27786	NA
claim_e_build_stage_artifact_audit_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_build_stage_artifact_audit.csv	yes	csv	1488	3
claim_e_build_stage_instrumented_smoke_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_build_stage_instrumented_smoke_20260707.csv	yes	csv	1962	1
claim_e_build_stage_instrumented_smoke_manifest_json	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_build_stage_instrumented_smoke_manifest.json	yes	json	3409	10
claim_e_build_stage_smoke_builds_csv	claim_e	results/method4_claim_e_build_stage_smoke_20260707/claim_e_build_smoke_20260707_085303/20260707_085328/builds.csv	yes	csv	324	1
claim_e_build_stage_smoke_raw_stdout	claim_e	results/method4_claim_e_build_stage_smoke_20260707/raw_claim_e_build_smoke_20260707_085303/stdout.txt	yes	txt	515	NA
claim_e_build_stage_smoke_run_root	claim_e	results/method4_claim_e_build_stage_smoke_20260707/claim_e_build_smoke_20260707_085303/20260707_085328	yes	dir	NA	6
claim_e_build_stage_smoke_summary_json	claim_e	results/method4_claim_e_build_stage_smoke_20260707/claim_e_build_smoke_20260707_085303/20260707_085328/summary.json	yes	json	4614	50
claim_e_build_stage_smoke_time_stderr	claim_e	results/method4_claim_e_build_stage_smoke_20260707/raw_claim_e_build_smoke_20260707_085303/time_v_stderr.txt	yes	txt	1272	NA
claim_e_container_memory_batches_csv	claim_e	results/method4_claim_e_container_overhead_memory_20260705/analysis_20260705_040749/claim_e_container_overhead_batches.csv	yes	csv	32706	135
claim_e_container_memory_derived_deltas_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_container_memory_deltas.csv	yes	csv	1508	2
claim_e_container_memory_derived_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_container_memory_summary.csv	yes	csv	2252	3
claim_e_container_memory_dir	claim_e	results/method4_claim_e_container_overhead_memory_20260705/analysis_20260705_040749	yes	dir	NA	4
claim_e_container_memory_samples_csv	claim_e	results/method4_claim_e_container_overhead_memory_20260705/analysis_20260705_040749/claim_e_container_overhead_samples.csv	yes	csv	26416	144
claim_e_container_memory_summary_csv	claim_e	results/method4_claim_e_container_overhead_memory_20260705/analysis_20260705_040749/claim_e_container_overhead_summary.csv	yes	csv	7609	9
claim_e_container_overhead_batches_csv	claim_e	results/method4_claim_e_container_overhead_20260705/analysis_20260705_024218/claim_e_container_overhead_batches.csv	yes	csv	32739	135
claim_e_container_overhead_derived_deltas_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_container_overhead_deltas.csv	yes	csv	2143	2
claim_e_container_overhead_derived_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_container_overhead_summary.csv	yes	csv	3454	3
claim_e_container_overhead_dir	claim_e	results/method4_claim_e_container_overhead_20260705/analysis_20260705_024218	yes	dir	NA	4
claim_e_container_overhead_samples_csv	claim_e	results/method4_claim_e_container_overhead_20260705/analysis_20260705_024218/claim_e_container_overhead_samples.csv	yes	csv	19571	144
claim_e_container_overhead_script	claim_e	tools/method4_claim_e_container_overhead.py	yes	py	25522	NA
claim_e_container_overhead_summary_csv	claim_e	results/method4_claim_e_container_overhead_20260705/analysis_20260705_024218/claim_e_container_overhead_summary.csv	yes	csv	6073	9
claim_e_controller_process_attribution_deltas_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_controller_process_attribution_deltas.csv	yes	csv	8255	42
claim_e_controller_process_attribution_manifest_json	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_controller_process_attribution_manifest.json	yes	json	3169	13
claim_e_controller_process_attribution_pid_map_json	claim_e	results/method4_claim_e_controller_process_attribution_20260707/batch200_all_variants_20260707_091900/process_pid_map.json	yes	json	385	4
claim_e_controller_process_attribution_raw_manifest_json	claim_e	results/method4_claim_e_controller_process_attribution_20260707/batch200_all_variants_20260707_091900/run_manifest.json	yes	json	7259	10
claim_e_controller_process_attribution_raw_run_rows_csv	claim_e	results/method4_claim_e_controller_process_attribution_20260707/batch200_all_variants_20260707_091900/raw_run_rows.csv	yes	csv	3675	3
claim_e_controller_process_attribution_run_root	claim_e	results/method4_claim_e_controller_process_attribution_20260707/batch200_all_variants_20260707_091900	yes	dir	NA	6
claim_e_controller_process_attribution_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_controller_process_attribution_summary.csv	yes	csv	13374	18
claim_e_cost_row_build_source_audit_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_cost_row_build_source_audit.csv	yes	csv	6272	9
claim_e_execution_mode_latency_batches_csv	claim_e	results/method4_claim_e_execution_mode_latency_20260704/analysis_20260704_225847/claim_e_execution_mode_latency_batches.csv	yes	csv	236436	993
claim_e_execution_mode_latency_deltas_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_execution_mode_latency_deltas.csv	yes	csv	4612	8
claim_e_execution_mode_latency_dir	claim_e	results/method4_claim_e_execution_mode_latency_20260704/analysis_20260704_225847	yes	dir	NA	3
claim_e_execution_mode_latency_matrix_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_execution_mode_latency_matrix.csv	yes	csv	5044	12
claim_e_execution_mode_latency_script	claim_e	tools/method4_claim_e_execution_mode_latency.py	yes	py	19643	NA
claim_e_execution_mode_latency_summary_csv	claim_e	results/method4_claim_e_execution_mode_latency_20260704/analysis_20260704_225847/claim_e_execution_mode_latency_summary.csv	yes	csv	13414	36
claim_e_host_interface_bytes_derived_deltas_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_host_interface_bytes_deltas.csv	yes	csv	5576	10
claim_e_host_interface_bytes_derived_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_host_interface_bytes_role_summary.csv	yes	csv	11586	15
claim_e_host_interface_bytes_dir	claim_e	results/method4_claim_e_host_interface_bytes_20260705/analysis_20260705_061525	yes	dir	NA	5
claim_e_host_interface_bytes_interfaces_csv	claim_e	results/method4_claim_e_host_interface_bytes_20260705/analysis_20260705_061525/claim_e_host_interface_bytes_interfaces.csv	yes	csv	40383	189
claim_e_host_interface_bytes_script	claim_e	tools/method4_claim_e_host_interface_bytes.py	yes	py	14241	NA
claim_e_host_interface_bytes_summary_csv	claim_e	results/method4_claim_e_host_interface_bytes_20260705/analysis_20260705_061525/claim_e_host_interface_bytes_summary.csv	yes	csv	10927	45
claim_e_host_interface_latency_summary_csv	claim_e	results/method4_claim_e_host_interface_bytes_20260705/analysis_20260705_061525/claim_e_host_interface_latency_summary.csv	yes	csv	4202	9
claim_e_packet_capture_bridge_deltas_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_bridge_deltas.csv	yes	csv	1504	2
claim_e_packet_capture_bridge_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_bridge_summary.csv	yes	csv	5888	12
claim_e_packet_capture_bridge_totals_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_bridge_totals.csv	yes	csv	2412	3
claim_e_packet_capture_dir	claim_e	results/method4_claim_e_packet_capture_20260706/per_variant_repeats3_20260706_122755	yes	dir	NA	3
claim_e_packet_capture_latency_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_latency_summary.csv	yes	csv	1376	3
claim_e_packet_capture_manifest_json	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_manifest.json	yes	json	1154	15
claim_e_packet_capture_physical_nic_execution_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_physical_nic_execution_summary.csv	yes	csv	1310	3
claim_e_packet_capture_physical_nic_manifest_json	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_physical_nic_manifest.json	yes	json	2533	28
claim_e_packet_capture_physical_nic_raw_execution_batches_csv	claim_e	results/method4_claim_e_packet_capture_physical_nic_20260707/all_variants_repeats3_preload_20260707_082833/execution_modes/analysis_20260707_082835/claim_e_execution_mode_latency_batches.csv	yes	csv	32745	135
claim_e_packet_capture_physical_nic_raw_execution_summary_csv	claim_e	results/method4_claim_e_packet_capture_physical_nic_20260707/all_variants_repeats3_preload_20260707_082833/execution_modes/analysis_20260707_082835/claim_e_execution_mode_latency_summary.csv	yes	csv	3824	9
claim_e_packet_capture_physical_nic_run_root	claim_e	results/method4_claim_e_packet_capture_physical_nic_20260707/all_variants_repeats3_preload_20260707_082833	yes	dir	NA	8
claim_e_packet_capture_physical_nic_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_physical_nic_summary.csv	yes	csv	1056	2
claim_e_packet_capture_physical_nic_totals_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_packet_capture_physical_nic_totals.csv	yes	csv	1455	2
claim_e_packet_capture_script	claim_e	tools/method4_claim_e_packet_capture_summary.py	yes	py	10107	NA
claim_e_payload_bytes_batches_csv	claim_e	results/method4_claim_e_payload_bytes_20260705/analysis_20260705_014703/claim_e_payload_bytes_batches.csv	yes	csv	32723	339
claim_e_payload_bytes_derived_batches_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_payload_bytes_batches.csv	yes	csv	32723	339
claim_e_payload_bytes_derived_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_payload_bytes_summary.csv	yes	csv	3422	12
claim_e_payload_bytes_dir	claim_e	results/method4_claim_e_payload_bytes_20260705/analysis_20260705_014703	yes	dir	NA	3
claim_e_payload_bytes_script	claim_e	tools/method4_claim_e_payload_bytes.py	yes	py	15193	NA
claim_e_payload_bytes_summary_csv	claim_e	results/method4_claim_e_payload_bytes_20260705/analysis_20260705_014703/claim_e_payload_bytes_summary.csv	yes	csv	3422	12
claim_e_planning_time_derived_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_planning_time_summary.csv	yes	csv	1404	3
claim_e_planning_time_dir	claim_e	results/method4_claim_e_planning_time_20260705/analysis_20260705_021347	yes	dir	NA	2
claim_e_planning_time_script	claim_e	tools/method4_claim_e_planning_time.py	yes	py	11982	NA
claim_e_planning_time_summary_csv	claim_e	results/method4_claim_e_planning_time_20260705/analysis_20260705_021347/claim_e_planning_time_summary.csv	yes	csv	1404	3
claim_e_process_rss_batches_csv	claim_e	results/method4_claim_e_process_rss_20260705/analysis_20260705_042151/claim_e_container_overhead_batches.csv	yes	csv	32728	135
claim_e_process_rss_derived_deltas_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_process_rss_deltas.csv	yes	csv	1478	2
claim_e_process_rss_derived_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_process_rss_summary.csv	yes	csv	1907	3
claim_e_process_rss_dir	claim_e	results/method4_claim_e_process_rss_20260705/analysis_20260705_042151	yes	dir	NA	4
claim_e_process_rss_samples_csv	claim_e	results/method4_claim_e_process_rss_20260705/analysis_20260705_042151/claim_e_container_overhead_samples.csv	yes	csv	28715	144
claim_e_process_rss_summary_csv	claim_e	results/method4_claim_e_process_rss_20260705/analysis_20260705_042151/claim_e_container_overhead_summary.csv	yes	csv	8442	9
claim_e_qdrant_metrics_derived_deltas_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_qdrant_metrics_deltas.csv	yes	csv	4736	2
claim_e_qdrant_metrics_derived_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_qdrant_metrics_summary.csv	yes	csv	7273	3
claim_e_qdrant_metrics_dir	claim_e	results/method4_claim_e_qdrant_metrics_20260705/analysis_20260705_073436	yes	dir	NA	4
claim_e_qdrant_metrics_raw_batches_csv	claim_e	results/method4_claim_e_qdrant_metrics_20260705/analysis_20260705_073436/claim_e_qdrant_metrics_batches.csv	yes	csv	32714	135
claim_e_qdrant_metrics_raw_metadata_json	claim_e	results/method4_claim_e_qdrant_metrics_20260705/analysis_20260705_073436/run_metadata.json	yes	json	1780	19
claim_e_qdrant_metrics_raw_samples_csv	claim_e	results/method4_claim_e_qdrant_metrics_20260705/analysis_20260705_073436/claim_e_qdrant_metrics_samples.csv	yes	csv	130751	1026
claim_e_qdrant_metrics_raw_summary_csv	claim_e	results/method4_claim_e_qdrant_metrics_20260705/analysis_20260705_073436/claim_e_qdrant_metrics_summary.csv	yes	csv	6677	9
claim_e_qdrant_metrics_script	claim_e	tools/method4_claim_e_qdrant_metrics.py	yes	py	18697	NA
claim_e_wire_bytes_batches_csv	claim_e	results/method4_claim_e_wire_bytes_20260705/analysis_20260705_020000/claim_e_wire_bytes_batches.csv	yes	csv	9445	45
claim_e_wire_bytes_derived_batches_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_wire_bytes_batches.csv	yes	csv	9445	45
claim_e_wire_bytes_derived_summary_csv	claim_e	results/method4_claim_coverage_20260704/derived_claim_tables/claim_e_wire_bytes_summary.csv	yes	csv	1655	3
claim_e_wire_bytes_dir	claim_e	results/method4_claim_e_wire_bytes_20260705/analysis_20260705_020000	yes	dir	NA	3
claim_e_wire_bytes_script	claim_e	tools/method4_claim_e_wire_bytes.py	yes	py	23907	NA
claim_e_wire_bytes_summary_csv	claim_e	results/method4_claim_e_wire_bytes_20260705/analysis_20260705_020000/claim_e_wire_bytes_summary.csv	yes	csv	1655	3
claim_evidence_audit_csv	claim_e	results/method4_claim_coverage_20260704/claim_evidence_audit.csv	yes	csv	44372	8
claim_f_direct_peer_premerge_baseline_summary_json	claim_f	results/qdrant_goal_recall_idea_095_direct_peer_premerge_ab_baseline/20260603_080131/summary.json	yes	json	4072	41
claim_f_direct_peer_premerge_premerged_summary_json	claim_f	results/qdrant_goal_recall_idea_095_direct_peer_premerge_ab_premerged/20260603_080247/summary.json	yes	json	4068	41
claim_f_premerge_batch_latency_batches_csv	claim_f	results/method4_claim_f_premerge_batch_latency_20260704/analysis_20260704_222700/claim_f_premerge_batch_latency_batches.csv	yes	csv	169013	1017
claim_f_premerge_batch_latency_deltas_csv	claim_f	results/method4_claim_coverage_20260704/derived_claim_tables/claim_f_premerge_batch_latency_deltas.csv	yes	csv	2225	8
claim_f_premerge_batch_latency_dir	claim_f	results/method4_claim_f_premerge_batch_latency_20260704/analysis_20260704_222700	yes	dir	NA	3
claim_f_premerge_batch_latency_matrix_csv	claim_f	results/method4_claim_coverage_20260704/derived_claim_tables/claim_f_premerge_batch_latency_matrix.csv	yes	csv	6437	12
claim_f_premerge_batch_latency_script	claim_f	tools/method4_claim_f_premerge_batch_latency.py	yes	py	21259	NA
claim_f_premerge_batch_latency_summary_csv	claim_f	results/method4_claim_f_premerge_batch_latency_20260704/analysis_20260704_222700/claim_f_premerge_batch_latency_summary.csv	yes	csv	12767	36
claim_f_server_peer_premerge_disabled_fresh_summary_json	claim_f	results/qdrant_goal_recall_idea_095_server_peer_premerge_disabled_fresh/20260603_092949/summary.json	yes	json	3988	41
claim_f_server_peer_premerge_enabled_10k_final_metrics_csv	claim_f	results/qdrant_goal_recall_idea_095_server_peer_premerge_10k/20260603_090738/final_metrics.csv	yes	csv	363	1
claim_f_server_peer_premerge_enabled_10k_summary_json	claim_f	results/qdrant_goal_recall_idea_095_server_peer_premerge_10k/20260603_090738/summary.json	yes	json	3956	41
claim_f_server_peer_premerge_enabled_fresh_summary_json	claim_f	results/qdrant_goal_recall_idea_095_server_peer_premerge_fresh/20260603_092757/summary.json	yes	json	3973	41
claim_f_server_peer_premerge_retained_summary_json	claim_f	results/qdrant_goal_recall_idea_095_server_peer_premerge/20260603_090530/summary.json	yes	json	4004	41
claim_f_worker_local_premerge_csv	claim_f	results/method4_claim_coverage_20260704/derived_claim_tables/claim_f_worker_local_premerge.csv	yes	csv	2151	5
claim_g_evidence_dir	claim_g	results/method4_claim_g_evidence_20260704	yes	dir	NA	10
claim_g_evidence_manifest_json	claim_g	results/method4_claim_g_evidence_20260704/source_manifest.json	yes	json	2727	12
claim_g_matched_method4_aware_deploy_dir	claim_g	results/method4_claim_g_matched_layout_deploy_20260704/20260704_170511	yes	dir	NA	3
claim_g_matched_method4_aware_deploy_metadata_json	claim_g	results/method4_claim_g_matched_layout_deploy_20260704/20260704_170511/run_metadata.json	yes	json	1833	15
claim_g_matched_size_balanced_deploy_dir	claim_g	results/method4_claim_g_matched_layout_deploy_20260704/20260704_171202	yes	dir	NA	3
claim_g_matched_size_balanced_deploy_metadata_json	claim_g	results/method4_claim_g_matched_layout_deploy_20260704/20260704_171202/run_metadata.json	yes	json	1837	15
claim_g_offline_physical_layout_raw_deltas_csv	claim_g	results/method4_claim_g_physical_layout_20260704/analysis_20260704_164039/placement_offline_deltas.csv	yes	csv	1646	6
claim_g_offline_physical_layout_raw_dir	claim_g	results/method4_claim_g_physical_layout_20260704/analysis_20260704_164039	yes	dir	NA	5
claim_g_offline_physical_layout_raw_metadata_json	claim_g	results/method4_claim_g_physical_layout_20260704/analysis_20260704_164039/run_metadata.json	yes	json	1087	19
claim_g_offline_physical_layout_raw_summary_csv	claim_g	results/method4_claim_g_physical_layout_20260704/analysis_20260704_164039/placement_offline_summary.csv	yes	csv	3976	9
claim_g_offline_placement_deltas_csv	claim_g	results/method4_claim_coverage_20260704/derived_claim_tables/claim_g_offline_placement_deltas.csv	yes	csv	1646	6
claim_g_offline_placement_summary_csv	claim_g	results/method4_claim_g_evidence_20260704/offline_placement_summary.csv	yes	csv	3976	9
